collision,collision_type,comm_drop_rate,interventions,mean_goal_distance,mean_inference_ms,mean_path_length,min_dynamic_distance,min_pair_distance,min_static_clearance,num_agents,p95_inference_ms,policy,qp_infeasible,scenario,seed,steps,team_success,timeout,total_energy,training_seed,trajectory_file
False,none,0.04497354497354497,316,4.185450077056885,0.3814514748228248,17.486391723466415,inf,1.6927701234817505,0.712012529373169,3,0.5119971348904073,distributed_cbf,120,static,31022,128,False,True,86.78607498470228,-1,
False,none,0.037142857142857144,326,4.1875834465026855,1.5330625556089217,17.29113306865717,inf,1.5316110849380493,1.0151889324188232,3,0.6557545159012079,distributed_cbf,115,static,31023,128,False,True,86.24701055796322,-1,
False,none,0.05898876404494382,305,4.442770957946777,0.28644335725402925,17.727461505681276,inf,1.430519461631775,0.7857601642608643,3,0.4026073729619384,distributed_cbf,121,static,31024,128,False,True,88.53010517797156,-1,
False,none,0.06043956043956044,307,4.059527397155762,0.19856147810060065,18.073678264704842,inf,1.6790691614151,1.0235774517059326,3,0.24930161889642471,distributed_cbf,120,static,31025,128,False,True,78.22723678711918,-1,
False,none,0.047872340425531915,332,4.383536338806152,0.222670136281522,16.894877784652635,inf,1.6140201091766357,0.7051632404327393,3,0.31641633249819273,distributed_cbf,120,static,31026,128,False,True,86.2097307650256,-1,
False,none,0.05,311,4.084230899810791,0.20877751558145974,18.361362299804266,inf,1.2469409704208374,0.8719995617866516,3,0.26886772830039257,distributed_cbf,123,static,31027,128,False,True,86.91280457629182,-1,
False,none,0.053475935828877004,316,4.680464267730713,0.19954216077167075,18.251152366710205,inf,1.4761114120483398,0.9311678409576416,3,0.26352235581725836,distributed_cbf,124,static,31028,128,False,True,77.2930055144243,-1,
False,none,0.0702247191011236,301,4.338495254516602,0.2046998342848383,19.236454755300656,inf,1.6550477743148804,0.6408958435058594,3,0.26802896754816175,distributed_cbf,117,static,31029,128,False,True,64.79327817982994,-1,
False,none,0.034759358288770054,320,3.9642350673675537,0.19673973838507663,18.20381830042849,inf,1.737557291984558,0.9326241612434387,3,0.24254025192931292,distributed_cbf,118,static,31030,128,False,True,88.0722824716795,-1,
False,none,0.03783783783783784,308,4.081213474273682,0.19660222460515797,17.3112670777676,inf,1.7653034925460815,0.5997135639190674,3,0.2433246932923793,distributed_cbf,111,static,31031,128,False,True,91.7177579042218,-1,
False,none,0.06318681318681318,316,3.9140899181365967,0.2037615340668708,17.026451743207872,inf,1.2670907974243164,0.98164302110672,3,0.2559776767157018,distributed_cbf,124,static,31032,128,False,True,85.96652275235101,-1,
False,none,0.0521978021978022,315,4.0929718017578125,0.1991855569940526,17.73965103769054,inf,1.5815393924713135,0.8819658756256104,3,0.25932433782145375,distributed_cbf,114,static,31033,128,False,True,93.30552327699024,-1,
False,none,0.04450261780104712,322,4.1180219650268555,0.23409257664752658,16.70756518545871,inf,1.5027761459350586,0.7172255516052246,3,0.2764779608696699,distributed_cbf,131,static,31034,128,False,True,75.59002041089616,-1,
False,none,0.055865921787709494,315,4.156142711639404,0.19686871019075625,16.965919652798522,inf,1.7454533576965332,0.6878750324249268,3,0.2457674476318061,distributed_cbf,119,static,31035,128,False,True,88.89696133760299,-1,
